ID,time,S,REP
101,9,480.878815613331,5
101,10,484.775055331664,5
101,11,347.031459635124,5
101,12,297.649853461144,5
101,13,295.220027251808,5
101,14,230.934346384018,5
101,15,227.614929444927,5
101,16,186.338005609021,5
101,17,125.14983582597,5
101,18,154.476428311805,5
101,19,123.356302699838,5
101,20,123.163018382045,5
101,21,105.542027845805,5
101,22,96.407467166299,5
101,23,73.3355637572273,5
101,24,63.0882145753438,5
101,0,1028.30862811394,6
101,1,872.095539162567,6
101,2,949.661933543149,6
101,3,955.177061446248,6
101,4,748.234867467416,6
101,5,714.550358698243,6
101,6,541.467611384233,6
101,7,622.136693001735,6
101,8,526.129678356807,6
101,9,418.747836072005,6
101,10,508.600704132382,6
101,11,330.766410674205,6
101,12,365.218471612942,6
101,13,287.818170619784,6
101,14,245.792674001821,6
101,15,233.065062415467,6
101,16,244.274302751547,6
101,17,149.566591310077,6
101,18,143.892041938198,6
101,19,167.257898710122,6
101,20,117.098420395637,6
101,21,72.181726507333,6
101,22,103.389581488048,6
101,23,51.5072112052994,6
101,24,56.5173324840826,6
101,0,1240.16095194076,7
101,1,816.318562002545,7
101,2,805.906955366961,7
101,3,771.794365355176,7
101,4,669.013213483749,7
101,5,617.558213538049,7
101,6,681.4838043099,7
101,7,568.585613137442,7
101,8,532.311730576231,7
101,9,588.324329990729,7
101,10,443.306041859992,7
101,11,498.905138486587,7
101,12,428.680817540631,7
101,13,312.110347261025,7
101,14,324.319444916554,7
101,15,244.694280732371,7
101,16,178.885742709795,7
101,17,167.203510392309,7
101,18,149.571788106283,7
101,19,145.558670904917,7
101,20,122.197773847124,7
101,21,102.17971602684,7
101,22,94.3393056748798,7
101,23,49.2051968677815,7
101,24,67.8327931377369,7
101,0,991.118462506043,8
101,1,1016.79498808121,8
101,2,827.136040909782,8
101,3,759.919463647996,8
101,4,804.920330475291,8
101,5,679.456448422453,8
101,6,618.978514355611,8
101,7,507.786584811412,8
101,8,350.855297538649,8
101,9,442.585436863409,8
101,10,390.11350859656,8
101,11,394.245445068577,8
101,12,356.183538333393,8
101,13,255.341854920517,8
101,14,266.83826125071,8
101,15,208.638483962905,8
101,16,239.327091860288,8
101,17,168.003948451198,8
101,18,180.781432944261,8
101,19,123.747939868459,8
101,20,129.241087470476,8
101,21,92.0181675838388,8
101,22,72.5587926416376,8
101,23,65.447354857514,8
101,24,72.7440152673084,8
101,0,919.486416287031,9
101,1,853.74488928159,9
101,2,856.747672121814,9
101,3,783.338916544305,9
101,4,781.052285893474,9
101,5,599.890375193341,9
101,6,711.690642607959,9
101,7,574.76736553222,9
101,8,509.326921422384,9
101,9,454.64174735326,9
101,10,487.153720709921,9
101,11,361.39997231111,9
101,12,342.528541409147,9
101,13,291.414295281747,9
101,14,322.720670901418,9
101,15,207.894935882864,9
101,16,199.404894579147,9
101,17,115.430164561119,9
101,18,167.396286041664,9
101,19,115.380731249569,9
101,20,136.768877907162,9
101,21,94.7438357543007,9
101,22,74.2592344186416,9
101,23,75.8659234540484,9
101,24,47.2801195042577,9
101,0,1001.96834794889,10
101,1,915.959749738896,10
101,2,743.635326079794,10
101,3,755.776705675835,10
101,4,769.763671472318,10
101,5,716.155639458573,10
101,6,548.350066256755,10
101,7,553.143212984068,10
101,8,430.257180029047,10
101,9,460.216412700645,10
101,10,478.780745911672,10
101,11,414.261930945839,10
101,12,330.473772173249,10
101,13,335.379649487887,10
101,14,287.986594048934,10
101,15,234.043149057067,10
101,16,177.348900499554,10
101,17,169.717310266195,10
101,18,168.147781498845,10
101,19,136.567775976948,10
101,20,99.3848401101753,10
101,21,61.088543325662,10
101,22,69.0507319888086,10
101,23,40.7837601587974,10
101,24,41.3025552323225,10
101,0,937.941734228641,11
101,1,936.709023325855,11
101,2,730.278255880759,11
101,3,690.335804274467,11
101,4,840.152911022055,11
101,5,618.526333812232,11
101,6,720.648190756738,11
101,7,615.01988363377,11
101,8,520.933494033387,11
101,9,421.066367441525,11
101,10,386.844193576979,11
101,11,366.603187926145,11
101,12,279.802751244737,11
101,13,291.781638181412,11
101,14,228.47419186804,11
101,15,231.874813718887,11
101,16,195.74718937191,11
101,17,193.984558165039,11
101,18,137.844625912809,11
101,19,116.302152063717,11
101,20,98.0153758236571,11
101,21,91.9276365950282,11
101,22,72.0159290611365,11
101,23,69.2553476110442,11
101,24,55.292165262739,11
101,0,844.540402533467,12
101,1,1089.29986212062,12
101,2,781.767526347924,12
101,3,728.276650191938,12
101,4,587.234789337641,12
101,5,667.332319483906,12
101,6,609.106227009411,12
101,7,536.583043301733,12
101,8,517.449661830881,12
101,9,496.059681415419,12
101,10,389.2596985918,12
101,11,325.790360982608,12
101,12,309.374825435837,12
101,13,301.164676005775,12
101,14,259.862248331806,12
101,15,211.72330268067,12
101,16,231.234227134334,12
101,17,181.72099849167,12
101,18,159.790612463463,12
101,19,122.752091987234,12
101,20,112.410409274417,12
101,21,120.68604971771,12
101,22,90.5860940891008,12
101,23,61.7099416015124,12
101,24,43.810721846054,12
101,0,1058.20432861812,13
101,1,906.510558635778,13
101,2,1033.03901018712,13
101,3,823.189202735734,13
101,4,837.289144980104,13
101,5,718.053135042902,13
101,6,714.244109234992,13
101,7,590.719830404002,13
101,8,502.599214635547,13
101,9,531.51735094359,13
101,10,374.214516400671,13
101,11,401.575590814531,13
101,12,286.713526350187,13
101,13,235.646161179988,13
101,14,250.817740557981,13
101,15,226.067631394864,13
101,16,236.451088090419,13
101,17,176.346211040655,13
101,18,147.383098776356,13
101,19,140.469755749384,13
101,20,113.028385647745,13
101,21,118.254689908379,13
101,22,82.2293418248381,13
101,23,53.1515862756086,13
101,24,61.0099519432533,13
101,0,930.505768010283,14
101,1,1103.25277808227,14
101,2,1064.90922104533,14
101,3,935.459408293301,14
101,4,743.430878363737,14
101,5,778.256834542143,14
101,6,626.152269864232,14
101,7,642.814859196661,14
101,8,501.934891552769,14
101,9,528.272773479213,14
101,10,408.068782368471,14
101,11,394.563638090169,14
101,12,366.038253843762,14
101,13,290.475073545989,14
101,14,280.015146101554,14
101,15,256.381098711486,14
101,16,248.172050532308,14
101,17,210.207667425825,14
101,18,152.373170423077,14
101,19,147.337001328609,14
101,20,88.7333662735628,14
101,21,89.3301433841084,14
101,22,79.4393608526952,14
101,23,61.9763077194966,14
101,24,61.9374782417428,14
101,0,1027.17640168258,15
101,1,1114.29099663356,15
101,2,838.528644240429,15
101,3,884.035219090678,15
101,4,785.169949680772,15
101,5,594.83812428277,15
101,6,632.11873829537,15
101,7,644.178049835706,15
101,8,515.978000096688,15
101,9,417.354721873262,15
101,10,467.027083782132,15
101,11,365.88544005054,15
101,12,346.211772841466,15
101,13,257.155352479775,15
101,14,310.575825727541,15
101,15,231.426065862917,15
101,16,200.826661818299,15
101,17,174.809908730396,15
101,18,126.361261061745,15
101,19,118.72517999968,15
101,20,130.682971766961,15
101,21,112.229802328325,15
101,22,72.5320978833505,15
101,23,60.135415505245,15
101,24,65.0909535927265,15
101,0,1050.02340631685,16
101,1,921.753349035843,16
101,2,970.591785586521,16
101,3,683.343680023943,16
101,4,837.711439394537,16
101,5,652.870495313878,16
101,6,562.106083360738,16
101,7,579.884335438423,16
101,8,582.343875833076,16
101,9,503.65922190182,16
101,10,514.284472267447,16
101,11,386.470907127866,16
101,12,310.681656158762,16
101,13,358.906567026317,16
101,14,287.367675309797,16
101,15,184.707440094925,16
101,16,215.827139829582,16
101,17,184.684546342723,16
101,18,138.831457875029,16
101,19,148.041789724057,16
101,20,82.6811605013035,16
101,21,87.6869866660148,16
101,22,75.3342780492342,16
101,23,82.133137149732,16
101,24,45.4763236549551,16
101,0,893.424084771635,17
101,1,926.254906291263,17
101,2,848.336246915175,17
101,3,737.082608199434,17
101,4,807.79105606004,17
101,5,675.199331027207,17
101,6,696.778551645075,17
101,7,683.344786049556,17
101,8,538.195231965489,17
101,9,492.842726185939,17
101,10,482.544000768772,17
101,11,409.402126909824,17
101,12,390.245496907583,17
101,13,307.336614848246,17
101,14,314.72671461922,17
101,15,229.97433162647,17
101,16,222.426666367316,17
101,17,177.661776106997,17
101,18,162.166387616429,17
101,19,139.248146231906,17
101,20,119.676341472558,17
101,21,82.4577522816934,17
101,22,68.4329435478562,17
101,23,84.4721240971305,17
101,24,48.3000579638256,17
101,0,1097.27822001853,18
101,1,1113.47424649987,18
101,2,721.631189929613,18
101,3,782.695661744818,18
101,4,719.069208462247,18
101,5,714.414008994245,18
101,6,540.253713118114,18
101,7,726.911482097744,18
101,8,527.216128718003,18
101,9,554.577212641086,18
101,10,336.532632609363,18
101,11,420.98021657305,18
101,12,288.877806467592,18
101,13,302.221187723468,18
101,14,239.947082081273,18
101,15,265.638598732058,18
101,16,178.112886195649,18
101,17,158.89646289236,18
101,18,176.26704632269,18
101,19,136.204873563459,18
101,20,88.1708969045485,18
101,21,107.910608814647,18
101,22,67.8089083024363,18
101,23,57.3934919809632,18
101,24,59.3806130019779,18
101,0,875.107356747729,19
101,1,972.331856817486,19
101,2,838.094994860201,19
101,3,760.171363665179,19
101,4,824.399777990201,19
101,5,669.961195098365,19
101,6,685.676127019981,19
101,7,529.28971899224,19
101,8,508.655722407532,19
101,9,464.059695706985,19
101,10,451.005177527816,19
101,11,419.773258156187,19
101,12,362.748270208685,19
101,13,293.846146894407,19
101,14,285.412805222202,19
101,15,224.191594294839,19
101,16,186.96154813858,19
101,17,205.610073677489,19
101,18,159.736748716631,19
101,19,115.509058403067,19
101,20,131.469870385663,19
101,21,77.3313608482978,19
101,22,77.6814365820384,19
101,23,77.7554928885752,19
101,24,44.0880285907223,19
101,0,1122.0819554273,20
101,1,876.431541349563,20
101,2,1033.98651901368,20
101,3,692.912316226013,20
101,4,710.748280407728,20
101,5,729.41517446286,20
101,6,433.902957010365,20
101,7,521.513538159306,20
101,8,497.074728783073,20
101,9,444.556099082456,20
101,10,425.343638631762,20
101,11,375.148332019226,20
101,12,315.277328237257,20
101,13,347.156845907598,20
101,14,216.787613961077,20
101,15,219.212965861038,20
101,16,225.747182868594,20
101,17,174.722886390623,20
101,18,147.95528002361,20
101,19,134.899036194097,20
101,20,112.617654263974,20
101,21,90.0998035632441,20
101,22,86.8869644049114,20
101,23,69.4552019672863,20
101,24,51.9970780644435,20
101,0,1083.26638298641,21
101,1,985.486216516533,21
101,2,1030.37710478162,21
101,3,698.162908464844,21
101,4,921.288843037892,21
101,5,719.351322146882,21
101,6,523.705108264707,21
101,7,517.389611627441,21
101,8,527.197660083658,21
101,9,473.521496019424,21
101,10,317.85898832577,21
101,11,414.33231912435,21
101,12,318.384534965788,21
101,13,306.797568314886,21
101,14,282.368779938091,21
101,15,274.089650024113,21
101,16,217.916264318041,21
101,17,199.234020830994,21
101,18,134.001293193367,21
101,19,120.395970187628,21
101,20,115.100762421513,21
101,21,92.6755795352185,21
101,22,64.4902579879789,21
101,23,50.6236364025504,21
101,24,52.1549250953558,21
101,0,946.225395789314,22
101,1,1178.65680403514,22
101,2,962.461973043558,22
101,3,832.231484135596,22
101,4,729.66916682286,22
101,5,824.429665759694,22
101,6,626.074301518769,22
101,7,565.718355326752,22
101,8,512.092832974025,22
101,9,489.385641998851,22
101,10,389.917582140529,22
101,11,385.177220520047,22
101,12,368.719349191638,22
101,13,297.798433066688,22
101,14,239.709077335742,22
101,15,205.566589306814,22
101,16,223.007068744993,22
101,17,218.974464292257,22
101,18,168.368010405926,22
101,19,99.216531780173,22
101,20,99.7224770068059,22
101,21,92.0965869894828,22
101,22,69.0348162472676,22
101,23,53.1029956931857,22
101,24,48.8485658193121,22
101,0,1020.28729505931,23
101,1,891.315179157766,23
101,2,953.764756653156,23
101,3,960.850647929818,23
101,4,825.669324411892,23
101,5,769.07939954281,23
101,6,611.642188088795,23
101,7,639.69858364948,23
101,8,526.162037889868,23
101,9,556.162019941635,23
101,10,436.699829292555,23
101,11,336.466830667297,23
101,12,328.507238827219,23
101,13,317.635631765117,23
101,14,226.3838739079,23
101,15,240.202684831404,23
101,16,188.276800358884,23
101,17,164.178614303922,23
101,18,137.701712846147,23
101,19,151.011979670227,23
101,20,122.128525995684,23
101,21,84.106987502655,23
101,22,87.7319845556402,23
101,23,51.7632762882677,23
101,24,48.9788127440598,23
101,0,942.682520371567,24
101,1,986.896817800132,24
101,2,908.361084872511,24
101,3,757.108735210079,24
101,4,813.792769919672,24
101,5,707.028523054208,24
101,6,660.824890347565,24
101,7,546.707704369096,24
101,8,474.897191795961,24
101,9,473.767886437951,24
101,10,363.578003199907,24
101,11,407.463075023518,24
101,12,310.05114086799,24
101,13,250.620777977911,24
101,14,275.112491815665,24
101,15,218.322414151944,24
101,16,192.931618206365,24
101,17,208.516386645704,24
101,18,161.847719996157,24
101,19,137.161440618777,24
101,20,107.67724467161,24
101,21,83.5505741525928,24
101,22,55.8400664922805,24
101,23,62.0989075877441,24
101,24,47.7477786627654,24
101,0,977.757471644686,25
101,1,831.589753974932,25
101,2,763.68833076011,25
101,3,834.692907633773,25
101,4,626.852124524008,25
101,5,654.557603571896,25
101,6,748.581402902914,25
101,7,607.908204602827,25
101,8,529.271161889323,25
101,9,470.615372708125,25
101,10,343.293247760181,25
101,11,324.449227707212,25
101,12,318.402918832448,25
101,13,249.663454243197,25
101,14,267.25995765649,25
101,15,257.641699084649,25
101,16,183.335454332284,25
101,17,195.656900941009,25
101,18,180.534456579666,25
101,19,110.001129845189,25
101,20,117.712593580505,25
101,21,94.5523466301315,25
101,22,79.6486455382029,25
101,23,92.4693447165035,25
101,24,37.953014570111,25
101,0,776.366617693408,26
101,1,1047.05541274936,26
101,2,824.742894801739,26
101,3,877.962054285825,26
101,4,713.665282621805,26
101,5,698.383542657227,26
101,6,639.283960427269,26
101,7,633.20548294894,26
101,8,521.265258553941,26
101,9,495.647138375324,26
101,10,502.975930714925,26
101,11,380.760476313396,26
101,12,317.101507098511,26
101,13,384.313832807031,26
101,14,269.754072633741,26
101,15,259.887936205909,26
101,16,202.030765249975,26
101,17,149.359977016573,26
101,18,115.10467186739,26
101,19,142.027077273527,26
101,20,99.5047426655031,26
101,21,98.2114872970984,26
101,22,110.465494010839,26
101,23,69.3316915808148,26
101,24,57.4271415676862,26
101,0,1200.25206924609,27
101,1,1046.75829958909,27
101,2,799.446684953343,27
101,3,682.211966754324,27
101,4,659.234896780102,27
101,5,709.18318407929,27
101,6,631.036481443754,27
101,7,648.348941181355,27
101,8,645.989390177492,27
101,9,486.101479895786,27
101,10,365.09172970697,27
101,11,383.142702907686,27
101,12,400.962839496609,27
101,13,306.287604497155,27
101,14,241.190961297507,27
101,15,201.438003205923,27
101,16,160.445656827971,27
101,17,150.144550524874,27
101,18,149.152140036188,27
101,19,133.659673719931,27
101,20,99.725262917329,27
101,21,75.7784540178406,27
101,22,78.7780834741919,27
101,23,64.3856526269178,27
101,24,23.1868605641464,27
101,0,800.273491843788,28
101,1,927.764695091035,28
101,2,747.329425173813,28
101,3,651.135810912472,28
101,4,759.262314232901,28
101,5,726.597540166319,28
101,6,650.679916685779,28
101,7,577.196088278398,28
101,8,505.703116197186,28
101,9,570.075408228246,28
101,10,395.050259553461,28
101,11,447.264448583606,28
101,12,341.862283117711,28
101,13,274.191295752115,28
101,14,206.16844966654,28
101,15,261.910015173387,28
101,16,235.416589319679,28
101,17,164.332541066669,28
101,18,152.523097398931,28
101,19,134.806774513436,28
101,20,105.793603621739,28
101,21,83.3210669869311,28
101,22,70.5834497576307,28
101,23,73.4659020673968,28
101,24,38.2876039908123,28
101,0,865.246028232305,29
101,1,809.756827216832,29
101,2,889.510463173419,29
101,3,888.299526287037,29
101,4,652.740543097313,29
101,5,843.038213660591,29
101,6,595.081877990432,29
101,7,517.693116219655,29
101,8,547.609243976934,29
101,9,531.831158868451,29
101,10,446.717075940288,29
101,11,464.723798552531,29
101,12,351.838628738388,29
101,13,299.63761281758,29
101,14,279.512089543289,29
101,15,221.895003721434,29
101,16,165.106381435379,29
101,17,173.654798178547,29
101,18,177.954776451497,29
101,19,120.028218065691,29
101,20,113.34387635788,29
101,21,123.402610420087,29
101,22,59.1724937716255,29
101,23,85.353850445528,29
101,24,57.1693399002053,29
101,0,864.705588934401,30
101,1,899.876060530033,30
101,2,821.78796481669,30
101,3,916.287004489786,30
101,4,891.596962506461,30
101,5,575.966126412032,30
101,6,638.088668620087,30
101,7,528.287224340337,30
101,8,485.133618644448,30
101,9,488.021958555385,30
101,10,377.563969871813,30
101,11,303.107035584118,30
101,12,313.731424406263,30
101,13,298.665623233856,30
101,14,292.353287262605,30
101,15,239.087159736956,30
101,16,200.859432868248,30
101,17,162.326883883417,30
101,18,121.528226868677,30
101,19,95.3322132929193,30
101,20,106.342748975955,30
101,21,102.877470655273,30
101,22,66.0216693174614,30
101,23,74.4088277093138,30
101,24,70.1076856168123,30
101,0,1005.83487546679,31
101,1,915.961123197697,31
101,2,1016.53827411285,31
101,3,889.832676644208,31
101,4,866.254141373178,31
101,5,654.617310713746,31
101,6,657.134990740113,31
101,7,633.439001859998,31
101,8,450.457894398356,31
101,9,435.378207250113,31
101,10,375.387480447147,31
101,11,367.126926905008,31
101,12,346.439569285776,31
101,13,264.018535673313,31
101,14,233.494015703317,31
101,15,205.696531126985,31
101,16,200.181248350114,31
101,17,193.281082693707,31
101,18,150.333339799949,31
101,19,111.553292076787,31
101,20,82.7116865905822,31
101,21,89.2875367866649,31
101,22,85.579172266167,31
101,23,73.9353746950586,31
101,24,53.2850637504869,31
101,0,1001.53725676507,32
101,1,1020.03152680845,32
101,2,775.218636820706,32
101,3,865.90397323228,32
101,4,782.097845924592,32
101,5,717.42570861844,32
101,6,649.945747747096,32
101,7,536.830015975183,32
101,8,571.714932462606,32
101,9,489.946858322699,32
101,10,448.939142409863,32
101,11,377.319141031638,32
101,12,347.691229255888,32
101,13,297.44489924178,32
101,14,267.812121046148,32
101,15,223.976432724948,32
101,16,235.184952330663,32
101,17,170.808995785962,32
101,18,150.661738626271,32
101,19,142.810224253867,32
101,20,104.236667888503,32
101,21,76.7332209436203,32
101,22,89.6586066525786,32
101,23,69.3503188330589,32
101,24,62.2657630791935,32
101,0,985.727925272702,33
101,1,930.077096318329,33
101,2,962.711492273223,33
101,3,793.568167756108,33
101,4,574.573845471819,33
101,5,724.182553213919,33
101,6,579.168347260625,33
101,7,624.638017087774,33
101,8,566.835229795078,33
101,9,416.069465698995,33
101,10,434.27361532383,33
101,11,380.375431145212,33
101,12,412.871917849959,33
101,13,309.325916679214,33
101,14,286.751987402491,33
101,15,231.103071967476,33
101,16,197.747934256621,33
101,17,181.276275490166,33
101,18,152.110697521555,33
101,19,117.388723854825,33
101,20,101.82991231134,33
101,21,96.2826631910317,33
101,22,86.9051400128169,33
101,23,70.4881139101849,33
101,24,56.462187551767,33
101,0,985.416553027056,34
101,1,1052.16450750138,34
101,2,800.992657794592,34
101,3,757.826929167586,34
101,4,725.319556853699,34
101,5,653.823223439169,34
101,6,676.208090289334,34
101,7,522.76558293665,34
101,8,584.743169696583,34
101,9,473.256153839393,34
101,10,407.113404444722,34
101,11,412.678955146031,34
101,12,332.741192158131,34
101,13,337.440140783694,34
101,14,277.28396278971,34
101,15,269.713922495328,34
101,16,201.834828232231,34
101,17,163.571238661226,34
101,18,112.876000877197,34
101,19,122.993497102033,34
101,20,84.5402405219388,34
101,21,128.347426205743,34
101,22,63.8538774653685,34
101,23,48.7835681784647,34
101,24,58.9346584820314,34
101,0,1111.83815934254,35
101,1,947.168622545383,35
101,2,866.634340375425,35
101,3,803.278297388818,35
101,4,1012.10374526483,35
101,5,658.437549617656,35
101,6,658.509649296547,35
101,7,540.718391253676,35
101,8,591.879476370223,35
101,9,491.925665679672,35
101,10,450.668150893471,35
101,11,400.862069086425,35
101,12,309.810785099188,35
101,13,283.169299827548,35
101,14,204.602899242088,35
101,15,181.453222153597,35
101,16,223.074639191185,35
101,17,166.342788109398,35
101,18,186.372286029489,35
101,19,157.748324777195,35
101,20,119.727414274203,35
101,21,105.756506099942,35
101,22,90.4573056666762,35
101,23,79.8955856699389,35
101,24,51.1757794892227,35
101,0,1032.73179497473,36
101,1,1017.72288722293,36
101,2,934.658100771912,36
101,3,952.839908977923,36
101,4,639.159785933249,36
101,5,645.393040873154,36
101,6,634.620745456612,36
101,7,486.095337381975,36
101,8,534.814491913303,36
101,9,475.046726274789,36
101,10,402.702790185856,36
101,11,362.615996944693,36
101,12,357.62421905065,36
101,13,350.831804114967,36
101,14,264.831972884233,36
101,15,235.283696305687,36
101,16,227.951423566971,36
101,17,162.664887293612,36
101,18,156.049237624754,36
101,19,119.252334666122,36
101,20,133.073328557088,36
101,21,78.1491040081187,36
101,22,96.0312212232526,36
101,23,51.6350035888056,36
101,24,46.5104389897391,36
101,0,1013.099168702,37
101,1,971.691543353252,37
101,2,923.042348156081,37
101,3,781.95523808892,37
101,4,680.346613300306,37
101,5,662.877059013487,37
101,6,617.490088611147,37
101,7,661.215804291799,37
101,8,572.649737095249,37
101,9,484.957357249254,37
101,10,408.312638886016,37
101,11,383.309587558885,37
101,12,395.292612789708,37
101,13,335.199548705409,37
101,14,274.427166871065,37
101,15,184.582221188311,37
101,16,133.36474364992,37
101,17,135.167631803866,37
101,18,157.716200873303,37
101,19,114.943253162289,37
101,20,104.435715286941,37
101,21,110.408798587445,37
101,22,88.1866043723051,37
101,23,37.726804124048,37
101,24,62.2519261483796,37
101,0,973.372935809507,38
101,1,830.21088796434,38
101,2,932.907182086001,38
101,3,809.289652056251,38
101,4,613.178614628936,38
101,5,578.012881140377,38
101,6,659.8600719493,38
101,7,576.401818267506,38
101,8,574.358264122308,38
101,9,452.195232381165,38
101,10,429.205561661528,38
101,11,331.289411839897,38
101,12,339.250710049428,38
101,13,342.692593979295,38
101,14,263.99008959335,38
101,15,232.711990050745,38
101,16,218.916269022284,38
101,17,172.495288272359,38
101,18,169.237134842781,38
101,19,136.496875958464,38
101,20,107.724484704203,38
101,21,73.8141550320795,38
101,22,77.5556549689717,38
101,23,51.3445919109433,38
101,24,63.8867572933319,38
101,0,980.515599264971,39
101,1,813.123118452032,39
101,2,830.472936366748,39
101,3,756.049770050082,39
101,4,783.5221692114,39
101,5,718.503904987173,39
101,6,561.037490506683,39
101,7,536.944705780746,39
101,8,571.562694965454,39
101,9,524.002112444107,39
101,10,431.267202711437,39
101,11,379.058461388744,39
101,12,367.187718344559,39
101,13,274.265241097863,39
101,14,247.492423178741,39
101,15,218.72917687967,39
101,16,198.42065185819,39
101,17,186.366453493181,39
101,18,151.258241987021,39
101,19,123.834891706524,39
101,20,85.4692507715086,39
101,21,94.6761014964899,39
101,22,93.1147147697674,39
101,23,61.2752904389175,39
101,24,51.9206771878361,39
101,0,1050.162598859,40
101,1,982.920842369831,40
101,2,790.703985159162,40
101,3,736.071874640517,40
101,4,720.701637198451,40
101,5,591.270188701019,40
101,6,533.826039007089,40
101,7,685.1211674803,40
101,8,507.021526855495,40
101,9,405.108484791267,40
101,10,422.994665180549,40
101,11,328.766757470953,40
101,12,371.290511757865,40
101,13,283.483523092609,40
101,14,278.902533032203,40
101,15,259.67022350561,40
101,16,213.090425714497,40
101,17,182.517409697975,40
101,18,183.681352689791,40
101,19,109.543778831863,40
101,20,129.955934655772,40
101,21,83.7050922186713,40
101,22,98.2372177896381,40
101,23,52.3767481647432,40
101,24,39.2644294764718,40
101,0,916.591324607106,41
101,1,953.503847541427,41
101,2,961.898908318253,41
101,3,917.602895289613,41
101,4,818.434724230004,41
101,5,723.815369060756,41
101,6,671.353310730997,41
101,7,477.037373738375,41
101,8,580.947155944686,41
101,9,588.22114926003,41
101,10,368.702246549505,41
101,11,356.288723145779,41
101,12,380.922408185052,41
101,13,289.641400539302,41
101,14,262.941971252523,41
101,15,240.811190486203,41
101,16,218.018562577302,41
101,17,193.77293843751,41
101,18,153.718827993982,41
101,19,168.450125127282,41
101,20,94.5716680314016,41
101,21,122.566576144593,41
101,22,62.7812205040502,41
101,23,64.6511791098111,41
101,24,58.8743763292774,41
101,0,1143.9506369504,42
101,1,878.520403782918,42
101,2,903.164893327166,42
101,3,861.37813575445,42
101,4,778.501025999682,42
101,5,679.586003217272,42
101,6,733.437173401597,42
101,7,569.981144688143,42
101,8,639.323856790874,42
101,9,470.362818439743,42
101,10,488.453984474493,42
101,11,480.340051125527,42
101,12,285.627027194155,42
101,13,290.96708368214,42
101,14,260.463084966579,42
101,15,249.431545419672,42
101,16,194.206822016275,42
101,17,114.561816452087,42
101,18,100.939742748926,42
101,19,151.466440641475,42
101,20,103.986503361983,42
101,21,66.8312201875123,42
101,22,75.4717010016593,42
101,23,79.1864285386308,42
101,24,74.3372844253826,42
101,0,996.061055012375,43
101,1,779.136349166438,43
101,2,825.067970860855,43
101,3,847.006033831168,43
101,4,674.314660572384,43
101,5,666.953529218978,43
101,6,656.867330096972,43
101,7,572.125180455133,43
101,8,484.199712153406,43
101,9,373.832575120357,43
101,10,512.216254202085,43
